date,product_id,event_type,quantity,expected_delivery,cost,stockout,stockout_cost
2022-03-23,P003,reorder,141,2022-03-29,4410.31,,
2022-03-29,P003,delivery,141,,0.0,,
2022-03-23,P003,inventory,0,,0.0,True,1131.8
2022-03-23,P004,reorder,79,2022-03-25,517.59,,
2022-03-25,P004,delivery,79,,0.0,,
2022-03-23,P004,inventory,0,,0.0,True,143.85
2022-03-23,P005,reorder,89,2022-03-26,725.29,,
2022-03-26,P005,delivery,89,,0.0,,
2022-03-23,P005,inventory,0,,0.0,True,224.87
2022-03-23,P006,reorder,131,2022-04-01,3845.2,,
2022-04-01,P006,delivery,131,,0.0,,
2022-03-23,P006,inventory,29,,0.57,False,0.0
2022-03-23,P007,inventory,223,,2.7,False,0.0
2022-03-23,P008,inventory,215,,11.11,False,0.0
2022-03-23,P009,reorder,102,2022-03-26,787.24,,
2022-03-26,P009,delivery,102,,0.0,,
2022-03-23,P009,inventory,25,,0.19,False,0.0
2022-03-23,P010,inventory,104,,1.2,False,0.0
2022-03-24,P001,reorder,61,2022-04-01,3511.06,,
2022-04-01,P001,delivery,61,,0.0,,
2022-03-24,P001,inventory,11,,0.47,False,0.0
2022-03-24,P002,inventory,163,,3.0,False,0.0
2022-03-24,P003,reorder,59,2022-03-28,1861.17,,
2022-03-28,P003,delivery,59,,0.0,,
2022-03-24,P003,inventory,0,,0.0,True,1094.07
2022-03-24,P004,reorder,143,2022-03-27,925.72,,
2022-03-27,P004,delivery,143,,0.0,,
2022-03-24,P004,inventory,0,,0.0,True,212.9
2022-03-24,P005,inventory,85,,0.68,False,0.0
2022-03-24,P006,inventory,140,,2.75,False,0.0
2022-03-24,P007,inventory,265,,3.21,False,0.0
2022-03-24,P008,inventory,171,,8.84,False,0.0
2022-03-24,P009,reorder,86,2022-03-26,666.17,,
2022-03-26,P009,delivery,86,,0.0,,
2022-03-24,P009,inventory,28,,0.21,False,0.0
2022-03-24,P010,inventory,136,,1.58,False,0.0
2022-03-25,P001,inventory,97,,4.11,False,0.0
2022-03-25,P002,inventory,238,,4.38,False,0.0
2022-03-25,P003,reorder,104,2022-03-31,3260.09,,
2022-03-31,P003,delivery,104,,0.0,,
2022-03-25,P003,inventory,0,,0.0,True,1603.38
2022-03-25,P004,reorder,136,2022-03-27,881.08,,
2022-03-27,P004,delivery,136,,0.0,,
2022-03-25,P004,inventory,0,,0.0,True,224.41
2022-03-25,P005,inventory,42,,0.33,False,0.0
2022-03-25,P006,inventory,175,,3.44,False,0.0
2022-03-25,P007,inventory,206,,2.5,False,0.0
2022-03-25,P008,inventory,119,,6.15,False,0.0
2022-03-25,P009,reorder,136,2022-03-29,1044.52,,
2022-03-29,P009,delivery,136,,0.0,,
2022-03-25,P009,inventory,0,,0.0,True,71.16
2022-03-25,P010,inventory,77,,0.89,False,0.0
2022-03-26,P001,inventory,36,,1.53,False,0.0
2022-03-26,P002,inventory,319,,5.87,False,0.0
2022-03-26,P003,reorder,128,2022-03-29,4006.17,,
2022-03-29,P003,delivery,128,,0.0,,
2022-03-26,P003,inventory,0,,0.0,True,1150.66
2022-03-26,P004,inventory,133,,0.78,False,0.0
2022-03-26,P005,reorder,145,2022-03-27,1171.77,,
2022-03-27,P005,delivery,145,,0.0,,
2022-03-26,P005,inventory,0,,0.0,True,166.84
2022-03-26,P006,reorder,104,2022-03-31,3059.34,,
2022-03-31,P006,delivery,104,,0.0,,
2022-03-26,P006,inventory,321,,6.31,False,0.0
2022-03-26,P007,inventory,162,,1.96,False,0.0
2022-03-26,P008,inventory,77,,3.98,False,0.0
2022-03-26,P009,reorder,81,2022-03-29,628.33,,
2022-03-29,P009,delivery,81,,0.0,,
2022-03-26,P009,inventory,0,,0.0,True,272.78
2022-03-26,P010,reorder,144,2022-03-31,2999.39,,
2022-03-31,P010,delivery,144,,0.0,,
2022-03-26,P010,inventory,0,,0.0,True,9.62
2022-03-27,P001,reorder,134,2022-04-05,7650.16,,
2022-04-05,P001,delivery,134,,0.0,,
2022-03-27,P001,inventory,0,,0.0,True,1300.77
2022-03-27,P002,inventory,417,,7.68,False,0.0
2022-03-27,P003,inventory,67,,1.49,False,0.0
2022-03-27,P004,inventory,91,,0.54,False,0.0
2022-03-27,P005,reorder,117,2022-03-30,948.53,,
2022-03-30,P005,delivery,117,,0.0,,
2022-03-27,P005,inventory,25,,0.2,False,0.0
2022-03-27,P006,inventory,300,,5.9,False,0.0
2022-03-27,P007,reorder,107,2022-03-31,2449.66,,
2022-03-31,P007,delivery,107,,0.0,,
2022-03-27,P007,inventory,108,,1.31,False,0.0
2022-03-27,P008,inventory,33,,1.71,False,0.0
2022-03-27,P009,inventory,136,,1.04,False,0.0
2022-03-27,P010,inventory,67,,0.78,False,0.0
2022-03-28,P001,inventory,111,,4.7,False,0.0
2022-03-28,P002,inventory,526,,9.69,False,0.0
2022-03-28,P003,reorder,59,2022-03-29,1861.17,,
2022-03-29,P003,delivery,59,,0.0,,
2022-03-28,P003,inventory,2,,0.04,False,0.0
2022-03-28,P004,inventory,322,,1.89,False,0.0
2022-03-28,P005,inventory,99,,0.79,False,0.0
2022-03-28,P006,inventory,251,,4.93,False,0.0
2022-03-28,P007,inventory,59,,0.72,False,0.0
2022-03-28,P008,reorder,113,2022-04-03,7577.74,,
2022-04-03,P008,delivery,113,,0.0,,
2022-03-28,P008,inventory,0,,0.0,True,609.43
2022-03-28,P009,inventory,91,,0.7,False,0.0
2022-03-28,P010,reorder,97,2022-04-03,2027.2,,
2022-04-03,P010,delivery,97,,0.0,,
2022-03-28,P010,inventory,7,,0.08,False,0.0
2022-03-29,P001,inventory,55,,2.33,False,0.0
2022-03-29,P002,inventory,477,,8.78,False,0.0
2022-03-29,P003,inventory,115,,2.56,False,0.0
2022-03-29,P004,inventory,288,,1.69,False,0.0
2022-03-29,P005,inventory,50,,0.4,False,0.0
2022-03-29,P006,inventory,201,,3.95,False,0.0
2022-03-29,P007,reorder,87,2022-04-02,1995.36,,
2022-04-02,P007,delivery,87,,0.0,,
2022-03-29,P007,inventory,22,,0.27,False,0.0
2022-03-29,P008,reorder,88,2022-04-05,5911.56,,
2022-04-05,P008,delivery,88,,0.0,,
2022-03-29,P008,inventory,0,,0.0,True,3148.74
2022-03-29,P009,inventory,33,,0.25,False,0.0
2022-03-29,P010,reorder,83,2022-04-03,1737.61,,
2022-04-03,P010,delivery,83,,0.0,,
2022-03-29,P010,inventory,0,,0.0,True,461.72
2022-03-30,P001,reorder,77,2022-04-03,4418.26,,
2022-04-03,P001,delivery,77,,0.0,,
2022-03-30,P001,inventory,5,,0.21,False,0.0
2022-03-30,P002,reorder,130,2022-04-06,3728.85,,
2022-04-06,P002,delivery,130,,0.0,,
2022-03-30,P002,inventory,436,,8.03,False,0.0
2022-03-30,P003,inventory,388,,8.65,False,0.0
2022-03-30,P004,inventory,238,,1.4,False,0.0
2022-03-30,P005,reorder,89,2022-04-03,725.29,,
2022-04-03,P005,delivery,89,,0.0,,
2022-03-30,P005,inventory,6,,0.05,False,0.0
2022-03-30,P006,inventory,147,,2.89,False,0.0
2022-03-30,P007,reorder,132,2022-04-03,3017.54,,
2022-04-03,P007,delivery,132,,0.0,,
2022-03-30,P007,inventory,0,,0.0,True,368.21
2022-03-30,P008,reorder,115,2022-04-03,7711.03,,
2022-04-03,P008,delivery,115,,0.0,,
2022-03-30,P008,inventory,0,,0.0,True,2640.88
2022-03-30,P009,inventory,198,,1.52,False,0.0
2022-03-30,P010,reorder,54,2022-04-03,1137.74,,
2022-04-03,P010,delivery,54,,0.0,,
2022-03-30,P010,inventory,0,,0.0,True,606.01
2022-03-31,P001,reorder,109,2022-04-02,6232.66,,
2022-04-02,P001,delivery,109,,0.0,,
2022-03-31,P001,inventory,0,,0.0,True,1415.55
2022-03-31,P002,inventory,372,,6.85,False,0.0
2022-03-31,P003,inventory,312,,6.96,False,0.0
2022-03-31,P004,inventory,187,,1.1,False,0.0
2022-03-31,P005,reorder,108,2022-04-03,876.77,,
2022-04-03,P005,delivery,108,,0.0,,
2022-03-31,P005,inventory,84,,0.67,False,0.0
2022-03-31,P006,inventory,100,,1.97,False,0.0
2022-03-31,P007,reorder,95,2022-04-05,2177.08,,
2022-04-05,P007,delivery,95,,0.0,,
2022-03-31,P007,inventory,0,,0.0,True,469.47
2022-03-31,P008,reorder,63,2022-04-10,4245.39,,
2022-04-10,P008,delivery,63,,0.0,,
2022-03-31,P008,inventory,0,,0.0,True,1879.08
2022-03-31,P009,reorder,142,2022-04-02,1089.92,,
2022-04-02,P009,delivery,142,,0.0,,
2022-03-31,P009,inventory,150,,1.15,False,0.0
2022-03-31,P010,reorder,73,2022-04-05,1530.76,,
2022-04-05,P010,delivery,73,,0.0,,
2022-03-31,P010,inventory,0,,0.0,True,471.34
2022-04-01,P001,inventory,82,,3.48,False,0.0
2022-04-01,P002,reorder,105,2022-04-05,3017.65,,
2022-04-05,P002,delivery,105,,0.0,,
2022-04-01,P002,inventory,328,,6.04,False,0.0
2022-04-01,P003,inventory,350,,7.8,False,0.0
2022-04-01,P004,inventory,138,,0.81,False,0.0
2022-04-01,P005,inventory,46,,0.37,False,0.0
2022-04-01,P006,inventory,135,,2.65,False,0.0
2022-04-01,P007,inventory,67,,0.81,False,0.0
2022-04-01,P008,reorder,112,2022-04-07,7511.09,,
2022-04-07,P008,delivery,112,,0.0,,
2022-04-01,P008,inventory,0,,0.0,True,2640.88
2022-04-01,P009,reorder,148,2022-04-02,1135.32,,
2022-04-02,P009,delivery,148,,0.0,,
2022-04-01,P009,inventory,103,,0.79,False,0.0
2022-04-01,P010,inventory,77,,0.89,False,0.0
2022-04-02,P001,inventory,95,,4.03,False,0.0
2022-04-02,P002,inventory,261,,4.81,False,0.0
2022-04-02,P003,inventory,279,,6.22,False,0.0
2022-04-02,P004,inventory,93,,0.55,False,0.0
2022-04-02,P005,reorder,73,2022-04-04,597.72,,
2022-04-04,P005,delivery,73,,0.0,,
2022-04-02,P005,inventory,0,,0.0,True,130.57
2022-04-02,P006,inventory,191,,3.75,False,0.0
2022-04-02,P007,reorder,84,2022-04-06,1927.22,,
2022-04-06,P007,delivery,84,,0.0,,
2022-04-02,P007,inventory,14,,0.17,False,0.0
2022-04-02,P008,reorder,63,2022-04-09,4245.39,,
2022-04-09,P008,delivery,63,,0.0,,
2022-04-02,P008,inventory,0,,0.0,True,3351.88
2022-04-02,P009,inventory,53,,0.41,False,0.0
2022-04-02,P010,reorder,134,2022-04-06,2792.54,,
2022-04-06,P010,delivery,134,,0.0,,
2022-04-02,P010,inventory,5,,0.06,False,0.0
2022-04-03,P001,inventory,148,,6.27,False,0.0
2022-04-03,P002,inventory,200,,3.68,False,0.0
2022-04-03,P003,inventory,205,,4.57,False,0.0
2022-04-03,P004,inventory,52,,0.31,False,0.0
2022-04-03,P005,reorder,95,2022-04-06,773.12,,
2022-04-06,P005,delivery,95,,0.0,,
2022-04-03,P005,inventory,0,,0.0,True,515.02
2022-04-03,P006,inventory,131,,2.58,False,0.0
2022-04-03,P007,inventory,41,,0.5,False,0.0
2022-04-03,P008,reorder,64,2022-04-09,4312.03,,
2022-04-09,P008,delivery,64,,0.0,,
2022-04-03,P008,inventory,0,,0.0,True,3199.52
2022-04-03,P009,inventory,276,,2.12,False,0.0
2022-04-03,P010,reorder,55,2022-04-07,1158.43,,
2022-04-07,P010,delivery,55,,0.0,,
2022-04-03,P010,inventory,0,,0.0,True,692.58
2022-04-04,P001,inventory,171,,7.25,False,0.0
2022-04-04,P002,inventory,157,,2.89,False,0.0
2022-04-04,P003,inventory,118,,2.63,False,0.0
2022-04-04,P004,reorder,54,2022-04-07,358.16,,
2022-04-07,P004,delivery,54,,0.0,,
2022-04-04,P004,inventory,0,,0.0,False,0.0
2022-04-04,P005,inventory,155,,1.23,False,0.0
2022-04-04,P006,inventory,65,,1.28,False,0.0
2022-04-04,P007,inventory,121,,1.47,False,0.0
2022-04-04,P008,inventory,165,,8.53,False,0.0
2022-04-04,P009,inventory,225,,1.73,False,0.0
2022-04-04,P010,inventory,174,,2.02,False,0.0
2022-04-05,P001,inventory,116,,4.92,False,0.0
2022-04-05,P002,inventory,103,,1.9,False,0.0
2022-04-05,P003,inventory,61,,1.36,False,0.0
2022-04-05,P004,reorder,91,2022-04-08,594.11,,
2022-04-08,P004,delivery,91,,0.0,,
2022-04-05,P004,inventory,0,,0.0,True,235.92
2022-04-05,P005,inventory,154,,1.23,False,0.0
2022-04-05,P006,reorder,149,2022-04-12,4369.11,,
2022-04-12,P006,delivery,149,,0.0,,
2022-04-05,P006,inventory,14,,0.28,False,0.0
2022-04-05,P007,inventory,70,,0.85,False,0.0
2022-04-05,P008,inventory,104,,5.38,False,0.0
2022-04-05,P009,inventory,177,,1.36,False,0.0
2022-04-05,P010,inventory,109,,1.26,False,0.0
2022-04-06,P001,inventory,206,,8.73,False,0.0
2022-04-06,P002,inventory,159,,2.93,False,0.0
2022-04-06,P003,reorder,63,2022-04-11,1985.52,,
2022-04-11,P003,delivery,63,,0.0,,
2022-04-06,P003,inventory,0,,0.0,True,150.91
2022-04-06,P004,reorder,52,2022-04-08,345.41,,
2022-04-08,P004,delivery,52,,0.0,,
2022-04-06,P004,inventory,0,,0.0,True,356.75
2022-04-06,P005,inventory,113,,0.9,False,0.0
2022-04-06,P006,reorder,94,2022-04-11,2768.28,,
2022-04-11,P006,delivery,94,,0.0,,
2022-04-06,P006,inventory,0,,0.0,True,801.82
2022-04-06,P007,inventory,108,,1.31,False,0.0
2022-04-06,P008,inventory,134,,6.93,False,0.0
2022-04-06,P009,inventory,120,,0.92,False,0.0
2022-04-06,P010,inventory,121,,1.4,False,0.0
2022-04-07,P001,inventory,160,,6.78,False,0.0
2022-04-07,P002,inventory,239,,4.4,False,0.0
2022-04-07,P003,reorder,144,2022-04-11,4503.57,,
2022-04-11,P003,delivery,144,,0.0,,
2022-04-07,P003,inventory,0,,0.0,True,1282.71
2022-04-07,P004,reorder,51,2022-04-09,339.03,,
2022-04-09,P004,delivery,51,,0.0,,
2022-04-07,P004,inventory,0,,0.0,True,322.23
2022-04-07,P005,inventory,162,,1.29,False,0.0
2022-04-07,P006,reorder,87,2022-04-17,2564.53,,
2022-04-17,P006,delivery,87,,0.0,,
2022-04-07,P006,inventory,0,,0.0,True,1108.89
2022-04-07,P007,inventory,141,,1.71,False,0.0
2022-04-07,P008,inventory,69,,3.57,False,0.0
2022-04-07,P009,inventory,73,,0.56,False,0.0
2022-04-07,P010,inventory,196,,2.27,False,0.0
2022-04-08,P001,inventory,122,,5.17,False,0.0
2022-04-08,P002,inventory,183,,3.37,False,0.0
2022-04-08,P003,reorder,85,2022-04-12,2669.43,,
2022-04-12,P003,delivery,85,,0.0,,
2022-04-08,P003,inventory,0,,0.0,True,1414.75
2022-04-08,P004,reorder,148,2022-04-10,957.6,,
2022-04-10,P004,delivery,148,,0.0,,
2022-04-08,P004,inventory,5,,0.03,False,0.0
2022-04-08,P005,inventory,118,,0.94,False,0.0
2022-04-08,P006,reorder,83,2022-04-13,2448.11,,
2022-04-13,P006,delivery,83,,0.0,,
2022-04-08,P006,inventory,0,,0.0,True,835.94
2022-04-08,P007,inventory,88,,1.07,False,0.0
2022-04-08,P008,inventory,107,,5.53,False,0.0
2022-04-08,P009,reorder,104,2022-04-10,802.37,,
2022-04-10,P009,delivery,104,,0.0,,
2022-04-08,P009,inventory,22,,0.17,False,0.0
2022-04-08,P010,inventory,179,,2.07,False,0.0
2022-04-09,P001,inventory,73,,3.09,False,0.0
2022-04-09,P002,inventory,116,,2.14,False,0.0
2022-04-09,P003,reorder,139,2022-04-14,4348.13,,
2022-04-14,P003,delivery,139,,0.0,,
2022-04-09,P003,inventory,0,,0.0,True,1320.43
2022-04-09,P004,inventory,102,,0.6,False,0.0
2022-04-09,P005,inventory,68,,0.54,False,0.0
2022-04-09,P006,reorder,74,2022-04-15,2186.16,,
2022-04-15,P006,delivery,74,,0.0,,
2022-04-09,P006,inventory,0,,0.0,True,904.18
2022-04-09,P007,inventory,44,,0.53,False,0.0
2022-04-09,P008,inventory,50,,2.58,False,0.0
2022-04-09,P009,reorder,131,2022-04-10,1006.68,,
2022-04-10,P009,delivery,131,,0.0,,
2022-04-09,P009,inventory,0,,0.0,True,189.76
2022-04-09,P010,inventory,99,,1.15,False,0.0
2022-04-10,P001,reorder,65,2022-04-19,3737.86,,
2022-04-19,P001,delivery,65,,0.0,,
2022-04-10,P001,inventory,18,,0.76,False,0.0
2022-04-10,P002,inventory,56,,1.03,False,0.0
2022-04-10,P003,reorder,54,2022-04-17,1705.74,,
2022-04-17,P003,delivery,54,,0.0,,
2022-04-10,P003,inventory,0,,0.0,True,980.89
2022-04-10,P004,inventory,95,,0.56,False,0.0
2022-04-10,P005,reorder,74,2022-04-11,605.69,,
2022-04-11,P005,delivery,74,,0.0,,
2022-04-10,P005,inventory,8,,0.06,False,0.0
2022-04-10,P006,reorder,68,2022-04-11,2011.52,,
2022-04-11,P006,delivery,68,,0.0,,
2022-04-10,P006,inventory,0,,0.0,True,1091.83
2022-04-10,P007,reorder,104,2022-04-14,2381.52,,
2022-04-14,P007,delivery,104,,0.0,,
2022-04-10,P007,inventory,0,,0.0,True,27.62
2022-04-10,P008,reorder,75,2022-04-16,5045.15,,
2022-04-16,P008,delivery,75,,0.0,,
2022-04-10,P008,inventory,112,,5.79,False,0.0
2022-04-10,P009,reorder,61,2022-04-15,476.99,,
2022-04-15,P009,delivery,61,,0.0,,
2022-04-10,P009,inventory,0,,0.0,True,391.38
2022-04-10,P010,inventory,48,,0.56,False,0.0
2022-04-11,P001,reorder,98,2022-04-19,5608.96,,
2022-04-19,P001,delivery,98,,0.0,,
2022-04-11,P001,inventory,0,,0.0,True,879.93
2022-04-11,P002,reorder,102,2022-04-13,2932.31,,
2022-04-13,P002,delivery,102,,0.0,,
2022-04-11,P002,inventory,2,,0.04,False,0.0
2022-04-11,P003,reorder,117,2022-04-15,3664.22,,
2022-04-15,P003,delivery,117,,0.0,,
2022-04-11,P003,inventory,0,,0.0,True,1207.25
2022-04-11,P004,inventory,189,,1.11,False,0.0
2022-04-11,P005,reorder,131,2022-04-13,1060.15,,
2022-04-13,P005,delivery,131,,0.0,,
2022-04-11,P005,inventory,0,,0.0,True,224.87
2022-04-11,P006,reorder,79,2022-04-17,2331.69,,
2022-04-17,P006,delivery,79,,0.0,,
2022-04-11,P006,inventory,0,,0.0,True,784.76
2022-04-11,P007,reorder,78,2022-04-14,1790.93,,
2022-04-14,P007,delivery,78,,0.0,,
2022-04-11,P007,inventory,0,,0.0,True,478.67
2022-04-11,P008,inventory,118,,6.1,False,0.0
2022-04-11,P009,inventory,186,,1.43,False,0.0
2022-04-11,P010,reorder,115,2022-04-15,2399.53,,
2022-04-15,P010,delivery,115,,0.0,,
2022-04-11,P010,inventory,0,,0.0,True,57.72
2022-04-12,P001,reorder,104,2022-04-17,5949.16,,
2022-04-17,P001,delivery,104,,0.0,,
2022-04-12,P001,inventory,0,,0.0,True,2180.71
2022-04-12,P002,reorder,132,2022-04-15,3785.75,,
2022-04-15,P002,delivery,132,,0.0,,
2022-04-12,P002,inventory,0,,0.0,True,769.34
2022-04-12,P003,inventory,146,,3.25,False,0.0
2022-04-12,P004,inventory,127,,0.75,False,0.0
2022-04-12,P005,inventory,30,,0.24,False,0.0
2022-04-12,P006,inventory,107,,2.1,False,0.0
2022-04-12,P007,reorder,141,2022-04-17,3221.97,,
2022-04-17,P007,delivery,141,,0.0,,
2022-04-12,P007,inventory,0,,0.0,True,478.67
2022-04-12,P008,inventory,43,,2.22,False,0.0
2022-04-12,P009,inventory,136,,1.04,False,0.0
2022-04-12,P010,reorder,56,2022-04-17,1179.11,,
2022-04-17,P010,delivery,56,,0.0,,
2022-04-12,P010,inventory,0,,0.0,True,529.06
2022-04-13,P001,reorder,73,2022-04-21,4191.46,,
2022-04-21,P001,delivery,73,,0.0,,
2022-04-13,P001,inventory,0,,0.0,True,2065.93
2022-04-13,P002,reorder,55,2022-04-20,1595.25,,
2022-04-20,P002,delivery,55,,0.0,,
2022-04-13,P002,inventory,0,,0.0,True,692.41
2022-04-13,P003,reorder,134,2022-04-18,4192.7,,
2022-04-18,P003,delivery,134,,0.0,,
2022-04-13,P003,inventory,175,,3.9,False,0.0
2022-04-13,P004,inventory,84,,0.49,False,0.0
2022-04-13,P005,reorder,77,2022-04-16,629.61,,
2022-04-16,P005,delivery,77,,0.0,,
2022-04-13,P005,inventory,0,,0.0,True,101.55
2022-04-13,P006,inventory,195,,3.83,False,0.0
2022-04-13,P007,reorder,85,2022-04-18,1949.93,,
2022-04-18,P007,delivery,85,,0.0,,
2022-04-13,P007,inventory,0,,0.0,True,423.44
2022-04-13,P008,reorder,127,2022-04-20,8510.8,,
2022-04-20,P008,delivery,127,,0.0,,
2022-04-13,P008,inventory,0,,0.0,True,203.14
2022-04-13,P009,inventory,89,,0.68,False,0.0
2022-04-13,P010,reorder,73,2022-04-17,1530.76,,
2022-04-17,P010,delivery,73,,0.0,,
2022-04-13,P010,inventory,0,,0.0,True,663.73
2022-04-14,P001,reorder,82,2022-04-20,4701.76,,
2022-04-20,P001,delivery,82,,0.0,,
2022-04-14,P001,inventory,0,,0.0,True,1492.06
2022-04-14,P002,inventory,48,,0.88,False,0.0
2022-04-14,P003,inventory,117,,2.61,False,0.0
2022-04-14,P004,inventory,43,,0.25,False,0.0
2022-04-14,P005,inventory,92,,0.73,False,0.0
2022-04-14,P006,reorder,120,2022-04-20,3525.03,,
2022-04-20,P006,delivery,120,,0.0,,
2022-04-14,P006,inventory,209,,4.11,False,0.0
2022-04-14,P007,reorder,148,2022-04-21,3380.98,,
2022-04-21,P007,delivery,148,,0.0,,
2022-04-14,P007,inventory,0,,0.0,True,423.44
2022-04-14,P008,reorder,66,2022-04-21,4445.33,,
2022-04-21,P008,delivery,66,,0.0,,
2022-04-14,P008,inventory,0,,0.0,True,3605.81
2022-04-14,P009,inventory,67,,0.51,False,0.0
2022-04-14,P010,reorder,144,2022-04-18,2999.39,,
2022-04-18,P010,delivery,144,,0.0,,
2022-04-14,P010,inventory,0,,0.0,True,779.16
2022-04-15,P001,reorder,96,2022-04-20,5495.56,,
2022-04-20,P001,delivery,96,,0.0,,
2022-04-15,P001,inventory,0,,0.0,True,1339.03
2022-04-15,P002,reorder,145,2022-04-20,4155.57,,
2022-04-20,P002,delivery,145,,0.0,,
2022-04-15,P002,inventory,0,,0.0,True,61.55
2022-04-15,P003,inventory,189,,4.21,False,0.0
2022-04-15,P004,reorder,117,2022-04-20,759.92,,
2022-04-20,P004,delivery,117,,0.0,,
2022-04-15,P004,inventory,2,,0.01,False,0.0
2022-04-15,P005,inventory,40,,0.32,False,0.0
2022-04-15,P006,inventory,134,,2.63,False,0.0
2022-04-15,P007,inventory,139,,1.69,False,0.0
2022-04-15,P008,reorder,124,2022-04-21,8310.85,,
2022-04-21,P008,delivery,124,,0.0,,
2022-04-15,P008,inventory,0,,0.0,True,2793.23
2022-04-15,P009,reorder,99,2022-04-18,764.54,,
2022-04-18,P009,delivery,99,,0.0,,
2022-04-15,P009,inventory,16,,0.12,False,0.0
2022-04-15,P010,reorder,61,2022-04-19,1282.54,,
2022-04-19,P010,delivery,61,,0.0,,
2022-04-15,P010,inventory,0,,0.0,True,682.96
2022-04-16,P001,reorder,63,2022-04-23,3624.46,,
2022-04-23,P001,delivery,63,,0.0,,
2022-04-16,P001,inventory,0,,0.0,True,2639.8
2022-04-16,P002,inventory,50,,0.92,False,0.0
2022-04-16,P003,inventory,235,,5.24,False,0.0
2022-04-16,P004,reorder,65,2022-04-19,428.31,,
2022-04-19,P004,delivery,65,,0.0,,
2022-04-16,P004,inventory,0,,0.0,True,310.72
2022-04-16,P005,reorder,55,2022-04-18,454.2,,
2022-04-18,P005,delivery,55,,0.0,,
2022-04-16,P005,inventory,0,,0.0,True,137.82
2022-04-16,P006,inventory,158,,3.11,False,0.0
2022-04-16,P007,inventory,93,,1.13,False,0.0
2022-04-16,P008,reorder,133,2022-04-21,8910.68,,
2022-04-21,P008,delivery,133,,0.0,,
2022-04-16,P008,inventory,0,,0.0,True,2844.02
2022-04-16,P009,reorder,74,2022-04-20,575.36,,
2022-04-20,P009,delivery,74,,0.0,,
2022-04-16,P009,inventory,16,,0.12,False,0.0
2022-04-16,P010,inventory,57,,0.66,False,0.0
2022-04-17,P001,reorder,107,2022-04-25,6119.26,,
2022-04-25,P001,delivery,107,,0.0,,
2022-04-17,P001,inventory,0,,0.0,True,2525.03
2022-04-17,P002,reorder,62,2022-04-24,1794.39,,
2022-04-24,P002,delivery,62,,0.0,,
2022-04-17,P002,inventory,0,,0.0,True,323.12
2022-04-17,P003,inventory,153,,3.41,False,0.0
2022-04-17,P004,reorder,119,2022-04-20,772.67,,
2022-04-20,P004,delivery,119,,0.0,,
2022-04-17,P004,inventory,0,,0.0,True,247.42
2022-04-17,P005,reorder,129,2022-04-20,1044.21,,
2022-04-20,P005,delivery,129,,0.0,,
2022-04-17,P005,inventory,10,,0.08,False,0.0
2022-04-17,P006,inventory,110,,2.16,False,0.0
2022-04-17,P007,inventory,43,,0.52,False,0.0
2022-04-17,P008,reorder,147,2022-04-28,9843.74,,
2022-04-28,P008,delivery,147,,0.0,,
2022-04-17,P008,inventory,8,,0.41,False,0.0
2022-04-17,P009,reorder,75,2022-04-20,582.93,,
2022-04-20,P009,delivery,75,,0.0,,
2022-04-17,P009,inventory,0,,0.0,True,219.41
2022-04-17,P010,reorder,118,2022-04-22,2461.58,,
2022-04-22,P010,delivery,118,,0.0,,
2022-04-17,P010,inventory,0,,0.0,True,28.86
2022-04-18,P001,inventory,50,,2.12,False,0.0
2022-04-18,P002,reorder,55,2022-04-21,1595.25,,
2022-04-21,P002,delivery,55,,0.0,,
2022-04-18,P002,inventory,0,,0.0,True,784.73
2022-04-18,P003,inventory,137,,3.05,False,0.0
2022-04-18,P004,reorder,103,2022-04-20,670.64,,
2022-04-20,P004,delivery,103,,0.0,,
2022-04-18,P004,inventory,0,,0.0,True,235.92
2022-04-18,P005,reorder,120,2022-04-19,972.45,,
2022-04-19,P005,delivery,120,,0.0,,
2022-04-18,P005,inventory,0,,0.0,True,290.15
2022-04-18,P006,inventory,222,,4.36,False,0.0
2022-04-18,P007,inventory,128,,1.55,False,0.0
2022-04-18,P008,reorder,147,2022-04-27,9843.74,,
2022-04-27,P008,delivery,147,,0.0,,
2022-04-18,P008,inventory,0,,0.0,True,1879.08
2022-04-18,P009,reorder,121,2022-04-19,931.01,,
2022-04-19,P009,delivery,121,,0.0,,
2022-04-18,P009,inventory,0,,0.0,True,237.2
2022-04-18,P010,inventory,63,,0.73,False,0.0
2022-04-19,P001,reorder,96,2022-04-25,5495.56,,
2022-04-25,P001,delivery,96,,0.0,,
2022-04-19,P001,inventory,0,,0.0,True,38.26
2022-04-19,P002,reorder,107,2022-04-20,3074.55,,
2022-04-20,P002,delivery,107,,0.0,,
2022-04-19,P002,inventory,0,,0.0,True,753.95
2022-04-19,P003,inventory,199,,4.44,False,0.0
2022-04-19,P004,reorder,65,2022-04-21,428.31,,
2022-04-21,P004,delivery,65,,0.0,,
2022-04-19,P004,inventory,0,,0.0,True,235.92
2022-04-19,P005,reorder,105,2022-04-21,852.85,,
2022-04-21,P005,delivery,105,,0.0,,
2022-04-19,P005,inventory,6,,0.05,False,0.0
2022-04-19,P006,inventory,161,,3.16,False,0.0
2022-04-19,P007,inventory,168,,2.04,False,0.0
2022-04-19,P008,reorder,114,2022-04-28,7644.38,,
2022-04-28,P008,delivery,114,,0.0,,
2022-04-19,P008,inventory,0,,0.0,True,2742.45
2022-04-19,P009,inventory,53,,0.41,False,0.0
